Tags,SeqName,Description,Length,#Hits,e-Value,sim mean,#GO,GO IDs,GO Names,Enzyme Codes,Enzyme Names
"[BLASTED, MAPPED, ANNOTATED]",pak_c5980_g1_i1,DGK5_ARATH ame: Full=Diacylglycerol kinase 5 Short= 5 Short=DAG kinase 5 ame: Full=Diglyceride kinase 5 Short=DGK 5,280,5,1.33E-39,70.6,11,P:GO:0048364; F:GO:0005524; C:GO:0009507; P:GO:0046486; P:GO:0048366; P:GO:0009395; F:GO:0004143; P:GO:0016310; P:GO:0006952; P:GO:0007205; C:GO:0005886,P:root development; F:ATP binding; C:chloroplast; P:glycerolipid metabolic process; P:leaf development; P:phospholipid catabolic process; F:diacylglycerol kinase activity; P:phosphorylation; P:defense response; P:protein kinase C-activating G-protein coupled receptor signaling pathway; C:plasma membrane,EC:2.7.1.107,Diacylglycerol kinase (ATP)
"[BLASTED, MAPPED, ANNOTATED]",pak_c5986_g1_i1,PROD1_ARATH ame: Full=Proline dehydrogenase mitochondrial ame: Full=Osmotic stress-induced proline dehydrogenase ame: Full=Proline oxidase ame: Full= EARLY RESPONSIVE TO DEHYDRATION 5 Flags: Precursor,321,5,2.60E-38,66.4,13,F:GO:0071949; P:GO:0006970; P:GO:0006561; P:GO:0042742; C:GO:0005743; P:GO:0009414; P:GO:0006979; P:GO:0006525; F:GO:0004657; P:GO:0006537; P:GO:0055114; P:GO:0010942; P:GO:0010133,F:FAD binding; P:response to osmotic stress; P:proline biosynthetic process; P:defense response to bacterium; C:mitochondrial inner membrane; P:response to water deprivation; P:response to oxidative stress; P:arginine metabolic process; F:proline dehydrogenase activity; P:glutamate biosynthetic process; P:oxidation-reduction process; P:positive regulation of cell death; P:proline catabolic process to glutamate,EC:1.5.99.8,Acting on the CH-NH group of donors
"[BLASTED, MAPPED, ANNOTATED]",pak_c5998_g1_i1,TRM4B_SCHPO ame: Full=Multisite-specific tRNA:(cytosine-C(5))-methyltransferase trm4b ame: Full=tRNA (cytosine-5-)-methyltransferase trm4b,311,5,5.82E-07,57.8,5,C:GO:0005634; P:GO:0002127; F:GO:0016428; P:GO:0070301; F:GO:0000049,C:nucleus; P:wobble base cytosine methylation; F:tRNA (cytosine-5-)-methyltransferase activity; P:cellular response to hydrogen peroxide; F:tRNA binding,,
"[BLASTED, MAPPED, ANNOTATED]",pak_c6016_g1_i1,GPDH1_ORYSJ ame: Full=Probable glycerol-3-phosphate dehydrogenase,360,5,6.36E-71,90.8,9,P:GO:0005975; P:GO:0009627; P:GO:0046486; C:GO:0009331; F:GO:0051287; P:GO:0046168; C:GO:0005829; P:GO:0055114; F:GO:0004367,P:carbohydrate metabolic process; P:systemic acquired resistance; P:glycerolipid metabolic process; C:glycerol-3-phosphate dehydrogenase complex; F:NAD binding; P:glycerol-3-phosphate catabolic process; C:cytosol; P:oxidation-reduction process; F:glycerol-3-phosphate dehydrogenase [NAD+] activity,EC:1.1.1.8; EC:1.1.1.94,Glycerol-3-phosphate dehydrogenase (NAD(+)); Glycerol-3-phosphate dehydrogenase (NAD(P)(+))
"[BLASTED, MAPPED, ANNOTATED]",pak_c6018_g1_i1,BASS5_ORYSJ ame: Full=Probable sodium metabolite cotransporter chloroplastic ame: Full=Bile acid-sodium symporter family 5 Flags: Precursor,470,5,8.20E-67,81,9,F:GO:0008508; C:GO:0005887; P:GO:0006814; P:GO:0033506; C:GO:0009941; P:GO:0009611; P:GO:0009753; P:GO:1903825; P:GO:0015721,F:bile acid:sodium symporter activity; C:integral component of plasma membrane; P:sodium ion transport; P:glucosinolate biosynthetic process from homomethionine; C:chloroplast envelope; P:response to wounding; P:response to jasmonic acid; P:organic acid transmembrane transport; P:bile acid and bile salt transport,,
"[BLASTED, MAPPED, ANNOTATED]",pak_c6030_g1_i1,AIB_ARATH ame: Full=Transcription factor ABA-INDUCIBLE bHLH-TYPE Short= ame: Full=Basic helix-loop-helix 17 Short= 17 Short=bHLH 17 ame: Full=Transcription factor EN 35 ame: Full=bHLH transcription factor bHLH017,367,5,1.71E-47,71.6,15,F:GO:0044212; P:GO:0009611; P:GO:0009753; F:GO:0046983; P:GO:0006952; P:GO:0006355; F:GO:0043425; P:GO:0009718; C:GO:0005634; P:GO:0010629; C:GO:0005667; F:GO:0003700; P:GO:0009738; C:GO:0005737; P:GO:0045893,"F:transcription regulatory region DNA binding; P:response to wounding; P:response to jasmonic acid; F:protein dimerization activity; P:defense response; P:regulation of transcription, DNA-templated; F:bHLH transcription factor binding; P:anthocyanin-containing compound biosynthetic process; C:nucleus; P:negative regulation of gene expression; C:transcription factor complex; F:transcription factor activity, sequence-specific DNA binding; P:abscisic acid-activated signaling pathway; C:cytoplasm; P:positive regulation of transcription, DNA-templated",,
"[BLASTED, MAPPED, ANNOTATED]",pak_c5978_g1_i1,UAF30_YEAST ame: Full=Upstream activation factor subunit UAF30 ame: Full=Upstream activation factor 30 KDa subunit Short=p30,365,5,1.18E-09,58.8,10,C:GO:0090544; F:GO:0001165; P:GO:0006338; F:GO:0005515; P:GO:0042790; C:GO:0005829; P:GO:0006355; C:GO:0000500; P:GO:0044699; F:GO:0001168,"C:BAF-type complex; F:RNA polymerase I upstream control element sequence-specific DNA binding; P:chromatin remodeling; F:protein binding; P:transcription of nuclear large rRNA transcript from RNA polymerase I promoter; C:cytosol; P:regulation of transcription, DNA-templated; C:RNA polymerase I upstream activating factor complex; P:single-organism process; F:transcription factor activity, RNA polymerase I upstream control element sequence-specific binding",,
"[BLASTED, MAPPED, ANNOTATED]",pak_c6056_g1_i1,DNJ72_ARATH ame: Full=Chaperone dnaJ 72 Short= jC72 Short= 72,220,5,1.16E-19,75.4,5,F:GO:0005515; F:GO:0046872; C:GO:0016021; C:GO:0005794; P:GO:0006457,F:protein binding; F:metal ion binding; C:integral component of membrane; C:Golgi apparatus; P:protein folding,,
"[BLASTED, MAPPED, ANNOTATED]",pak_c6062_g1_i1,KIPK2_ARATH ame: Full=Serine threonine- kinase KIPK2,308,5,1.90E-49,80.4,10,F:GO:0005524; F:GO:0019901; P:GO:0009069; C:GO:0005730; F:GO:0004674; P:GO:0006468; P:GO:0010540; C:GO:0005886; C:GO:0009536; P:GO:0035556,F:ATP binding; F:protein kinase binding; P:serine family amino acid metabolic process; C:nucleolus; F:protein serine/threonine kinase activity; P:protein phosphorylation; P:basipetal auxin transport; C:plasma membrane; C:plastid; P:intracellular signal transduction,EC:2.7.11,Transferring phosphorus-containing groups
"[BLASTED, MAPPED, ANNOTATED]",pak_c6077_g1_i1,GPDL3_ARATH ame: Full=Glycerophosphodiester phosphodiesterase GDPDL3 ame: Full=Glycerophosphodiester phosphodiesterase-like 3 Short=ATGDPDL3 ame: Full=Glycerophosphodiesterase-like 2 ame: Full= MUTANT ROOT HAIR 5 ame: Full= SHAVEN 3 Flags: Precursor,459,5,2.52E-24,63.8,18,P:GO:0006071; P:GO:0009395; P:GO:0048765; C:GO:0009505; F:GO:0008889; P:GO:0009932; C:GO:0046658; P:GO:0006968; C:GO:0009507; C:GO:0009506; P:GO:0046486; P:GO:0052541; F:GO:0005509; C:GO:0048046; P:GO:0010442; F:GO:0016301; P:GO:0010026; P:GO:0030643,P:glycerol metabolic process; P:phospholipid catabolic process; P:root hair cell differentiation; C:plant-type cell wall; F:glycerophosphodiester phosphodiesterase activity; P:cell tip growth; C:anchored component of plasma membrane; P:cellular defense response; C:chloroplast; C:plasmodesma; P:glycerolipid metabolic process; P:plant-type cell wall cellulose metabolic process; F:calcium ion binding; C:apoplast; P:guard cell morphogenesis; F:kinase activity; P:trichome differentiation; P:cellular phosphate ion homeostasis,EC:3.1.4.46,Glycerophosphodiester phosphodiesterase
"[BLASTED, MAPPED, ANNOTATED]",pak_c6078_g1_i1,GYRA_NICBE ame: Full=DNA gyrase subunit chloroplastic mitochondrial Flags: Precursor,282,5,4.45E-45,86.4,14,C:GO:0009295; P:GO:0006351; C:GO:0009330; P:GO:0006355; P:GO:0007059; C:GO:0005694; P:GO:0006265; P:GO:0006268; F:GO:0003677; F:GO:0005524; C:GO:0009507; C:GO:0005739; C:GO:0016592; F:GO:0003918,"C:nucleoid; P:transcription, DNA-templated; C:DNA topoisomerase complex (ATP-hydrolyzing); P:regulation of transcription, DNA-templated; P:chromosome segregation; C:chromosome; P:DNA topological change; P:DNA unwinding involved in DNA replication; F:DNA binding; F:ATP binding; C:chloroplast; C:mitochondrion; C:mediator complex; F:DNA topoisomerase type II (ATP-hydrolyzing) activity",EC:3.6.1.3; EC:5.99.1; EC:5.99.1.3; EC:3.6.1.15,Adenosinetriphosphatase; Other isomerases; DNA topoisomerase (ATP-hydrolyzing); Nucleoside-triphosphate phosphatase
"[BLASTED, MAPPED, ANNOTATED]",pak_c6091_g1_i1,RL30A_SCHPO ame: Full=60S ribosomal L30-1 ame: Full=L32,231,5,4.93E-29,85,6,F:GO:0003735; F:GO:0030627; P:GO:0048025; C:GO:0022625; P:GO:0006364; P:GO:0006412,"F:structural constituent of ribosome; F:pre-mRNA 5'-splice site binding; P:negative regulation of mRNA splicing, via spliceosome; C:cytosolic large ribosomal subunit; P:rRNA processing; P:translation",,
"[BLASTED, MAPPED, ANNOTATED]",pak_c6094_g1_i1,CID9_ARATH ame: Full=Polyadenylate-binding -interacting 9 Short=PABP-interacting 9 Short=Poly(A)-binding -interacting 9 ame: Full=PAM2-containing CID9 ame: Full= CTC-INTERACTING DOMAIN 9,264,5,5.62E-26,62.2,3,F:GO:0005515; F:GO:0003729; C:GO:0044424,F:protein binding; F:mRNA binding; C:intracellular part,,
"[BLASTED, MAPPED, ANNOTATED]",pak_c6060_g1_i1,ATD1A_DANRE ame: Full=ATPase family AAA domain-containing 1-A,355,5,6.67E-06,66.2,16,C:GO:0015630; C:GO:0022624; C:GO:0044444; F:GO:0008568; P:GO:0007049; F:GO:0000166; C:GO:0005634; F:GO:0005515; P:GO:0010604; C:GO:0044430; P:GO:0051130; C:GO:0016020; P:GO:0031122; P:GO:0031325; P:GO:0080090; P:GO:0010498,C:microtubule cytoskeleton; C:proteasome accessory complex; C:cytoplasmic part; F:microtubule-severing ATPase activity; P:cell cycle; F:nucleotide binding; C:nucleus; F:protein binding; P:positive regulation of macromolecule metabolic process; C:cytoskeletal part; P:positive regulation of cellular component organization; C:membrane; P:cytoplasmic microtubule organization; P:positive regulation of cellular metabolic process; P:regulation of primary metabolic process; P:proteasomal protein catabolic process,EC:3.6.1.3; EC:3.6.1.15; EC:3.6.4.3,Adenosinetriphosphatase; Nucleoside-triphosphate phosphatase; Microtubule-severing ATPase
"[BLASTED, MAPPED, ANNOTATED]",pak_c6106_g1_i1,C97B1_PEA ame: Full=Cytochrome P450 chloroplastic ame: Full=Cytochrome P450 97A2 Flags: Precursor,240,5,9.21E-40,84.6,9,C:GO:0009570; F:GO:0019825; F:GO:0010291; F:GO:0005506; C:GO:0031969; F:GO:0009974; P:GO:0055114; P:GO:0016123; F:GO:0020037,C:chloroplast stroma; F:oxygen binding; F:carotene beta-ring hydroxylase activity; F:iron ion binding; C:chloroplast membrane; F:zeinoxanthin epsilon hydroxylase activity; P:oxidation-reduction process; P:xanthophyll biosynthetic process; F:heme binding,EC:1.14.99,"Acting on paired donors, with incorporation or reduction of molecular oxygen. The oxygen incorporated need not be derived from O(2)"
"[BLASTED, MAPPED, ANNOTATED]",pak_c6114_g1_i1,PP424_ARATH ame: Full=Pentatricopeptide repeat-containing chloroplastic Flags: Precursor,228,5,2.83E-36,66,10,C:GO:0009508; C:GO:0009507; P:GO:0009793; P:GO:0045893; P:GO:0009555; P:GO:0042793; P:GO:0009553; C:GO:0005730; F:GO:0019843; P:GO:0048868,"C:plastid chromosome; C:chloroplast; P:embryo development ending in seed dormancy; P:positive regulation of transcription, DNA-templated; P:pollen development; P:transcription from plastid promoter; P:embryo sac development; C:nucleolus; F:rRNA binding; P:pollen tube development",,
"[BLASTED, MAPPED, ANNOTATED]",pak_c6124_g1_i1,SYVM1_ARATH ame: Full=Valine--tRNA mitochondrial 1 ame: Full= 1 ame: Full= TWIN 2 ame: Full=Valyl-tRNA synthetase Short= Flags: Precursor,263,5,2.06E-46,86,19,P:GO:0009097; P:GO:0006450; P:GO:0009793; P:GO:0009792; P:GO:0009099; P:GO:0009098; F:GO:0002161; P:GO:0006898; P:GO:0040018; F:GO:0004832; F:GO:0005524; C:GO:0009507; F:GO:0005515; P:GO:0006438; P:GO:0002119; C:GO:0005739; P:GO:0006915; C:GO:0005829; P:GO:0018996,"P:isoleucine biosynthetic process; P:regulation of translational fidelity; P:embryo development ending in seed dormancy; P:embryo development ending in birth or egg hatching; P:valine biosynthetic process; P:leucine biosynthetic process; F:aminoacyl-tRNA editing activity; P:receptor-mediated endocytosis; P:positive regulation of multicellular organism growth; F:valine-tRNA ligase activity; F:ATP binding; C:chloroplast; F:protein binding; P:valyl-tRNA aminoacylation; P:nematode larval development; C:mitochondrion; P:apoptotic process; C:cytosol; P:molting cycle, collagen and cuticulin-based cuticle",EC:6.1.1.9; EC:3.1.1.1,Valine--tRNA ligase; Carboxylesterase
"[BLASTED, MAPPED, ANNOTATED]",pak_c6135_g2_i1,UGT43_PUEML ame: Full=UDP-glycosyltransferase 43 Short= 43 ame: Full=UDP-glucose:daidzein C-glucosyltransferase,236,5,1.16E-16,62,1,F:GO:0016757,"F:transferase activity, transferring glycosyl groups",,
"[BLASTED, MAPPED, ANNOTATED]",pak_c6142_g1_i1,RNF6_MOUSE ame: Full=E3 ubiquitin- ligase RNF6 ame: Full=RING-type E3 ubiquitin transferase RNF6 ame: Full=RLIM,254,5,1.44E-14,73.2,27,F:GO:0061630; P:GO:1900095; C:GO:0016605; P:GO:0000578; P:GO:0044314; P:GO:0060765; P:GO:0000122; C:GO:0005667; P:GO:0045893; C:GO:0005829; C:GO:0030424; F:GO:0042802; P:GO:0070936; P:GO:0043433; F:GO:0008134; P:GO:0042787; F:GO:0003677; C:GO:0031965; P:GO:0043161; F:GO:0050681; F:GO:0003714; F:GO:0046872; P:GO:0030517; P:GO:0060816; C:GO:0017053; P:GO:0045892; P:GO:0085020,"F:ubiquitin protein ligase activity; P:regulation of dosage compensation by inactivation of X chromosome; C:PML body; P:embryonic axis specification; P:protein K27-linked ubiquitination; P:regulation of androgen receptor signaling pathway; P:negative regulation of transcription from RNA polymerase II promoter; C:transcription factor complex; P:positive regulation of transcription, DNA-templated; C:cytosol; C:axon; F:identical protein binding; P:protein K48-linked ubiquitination; P:negative regulation of sequence-specific DNA binding transcription factor activity; F:transcription factor binding; P:protein ubiquitination involved in ubiquitin-dependent protein catabolic process; F:DNA binding; C:nuclear membrane; P:proteasome-mediated ubiquitin-dependent protein catabolic process; F:androgen receptor binding; F:transcription corepressor activity; F:metal ion binding; P:negative regulation of axon extension; P:random inactivation of X chromosome; C:transcriptional repressor complex; P:negative regulation of transcription, DNA-templated; P:protein K6-linked ubiquitination",,
"[BLASTED, MAPPED, ANNOTATED]",pak_c6147_g1_i1,DAPF_ARATH ame: Full=Diaminopimelate chloroplastic Short=DAP epimerase Flags: Precursor,448,5,1.54E-28,78.8,4,C:GO:0009570; F:GO:0008837; P:GO:0009089; C:GO:0005739,C:chloroplast stroma; F:diaminopimelate epimerase activity; P:lysine biosynthetic process via diaminopimelate; C:mitochondrion,EC:5.1.1.7; EC:5.1.1.10,Diaminopimelate epimerase; Amino-acid racemase
"[BLASTED, MAPPED, ANNOTATED]",pak_c6144_g1_i1,DIM_ARATH ame: Full=Delta(24)-sterol reductase ame: Full=Cell elongation DIMINUTO ame: Full=Cell elongation Dwarf1 ame: Full= CABBAGE1 ame: Full= ENHANCED VERY-LOW-FLUENCE RESPONSE 1,280,5,1.88E-54,73.4,26,C:GO:0019814; P:GO:0048513; C:GO:0005774; P:GO:0009416; P:GO:0009834; C:GO:0005789; P:GO:0006979; P:GO:0009826; P:GO:0006955; P:GO:0009808; P:GO:0043154; P:GO:0016132; F:GO:0050614; F:GO:0016614; P:GO:0033490; F:GO:0042605; F:GO:0000246; C:GO:0005886; P:GO:0009888; C:GO:0005634; F:GO:0005516; F:GO:0050660; C:GO:0016021; P:GO:0033489; P:GO:0055114; F:GO:0019899,"C:immunoglobulin complex; P:animal organ development; C:vacuolar membrane; P:response to light stimulus; P:plant-type secondary cell wall biogenesis; C:endoplasmic reticulum membrane; P:response to oxidative stress; P:unidimensional cell growth; P:immune response; P:lignin metabolic process; P:negative regulation of cysteine-type endopeptidase activity involved in apoptotic process; P:brassinosteroid biosynthetic process; F:delta24-sterol reductase activity; F:oxidoreductase activity, acting on CH-OH group of donors; P:cholesterol biosynthetic process via lathosterol; F:peptide antigen binding; F:delta24(24-1) sterol reductase activity; C:plasma membrane; P:tissue development; C:nucleus; F:calmodulin binding; F:flavin adenine dinucleotide binding; C:integral component of membrane; P:cholesterol biosynthetic process via desmosterol; P:oxidation-reduction process; F:enzyme binding",EC:1.3.1.72; EC:1.3.1.71,Delta(24)-sterol reductase; Delta(24(24(1)))-sterol reductase
"[BLASTED, MAPPED, ANNOTATED]",pak_c6162_g1_i1,AT18C_ARATH ame: Full=Autophagy-related 18c Short= 18c,320,5,7.69E-61,80,20,P:GO:0044804; P:GO:0009651; P:GO:0034497; C:GO:0034045; P:GO:0010150; P:GO:0015031; P:GO:0006497; P:GO:0042594; F:GO:0080025; C:GO:0005774; P:GO:0000422; P:GO:0009414; C:GO:0005634; P:GO:0006979; P:GO:0010508; F:GO:0005515; C:GO:0005829; F:GO:0032266; C:GO:0019898; P:GO:0050832,"P:nucleophagy; P:response to salt stress; P:protein localization to pre-autophagosomal structure; C:pre-autophagosomal structure membrane; P:leaf senescence; P:protein transport; P:protein lipidation; P:response to starvation; F:phosphatidylinositol-3,5-bisphosphate binding; C:vacuolar membrane; P:mitophagy; P:response to water deprivation; C:nucleus; P:response to oxidative stress; P:positive regulation of autophagy; F:protein binding; C:cytosol; F:phosphatidylinositol-3-phosphate binding; C:extrinsic component of membrane; P:defense response to fungus",,
"[BLASTED, MAPPED, ANNOTATED]",pak_c6167_g1_i1,IMP3_SOLLC ame: Full=Inositol monophosphatase 3 Short=IMP 3 Short=IMPase 3 Short= 3 ame: Full=Inositol-1(or 4)-monophosphatase 3,383,5,4.00E-28,87.4,17,F:GO:0008441; P:GO:0006790; P:GO:0006021; P:GO:0007165; P:GO:0080167; P:GO:0046854; C:GO:0005886; P:GO:0046855; F:GO:0000287; P:GO:0009409; F:GO:0008934; F:GO:0010347; P:GO:0019872; C:GO:0005829; P:GO:0019853; F:GO:0052832; F:GO:0052833,"F:3'(2'),5'-bisphosphate nucleotidase activity; P:sulfur compound metabolic process; P:inositol biosynthetic process; P:signal transduction; P:response to karrikin; P:phosphatidylinositol phosphorylation; C:plasma membrane; P:inositol phosphate dephosphorylation; F:magnesium ion binding; P:response to cold; F:inositol monophosphate 1-phosphatase activity; F:L-galactose-1-phosphate phosphatase activity; P:streptomycin biosynthetic process; C:cytosol; P:L-ascorbic acid biosynthetic process; F:inositol monophosphate 3-phosphatase activity; F:inositol monophosphate 4-phosphatase activity",EC:3.1.3.25; EC:3.1.3.7; EC:3.1.3.23; EC:3.1.3.41; EC:3.1.3.31,"Inositol-phosphate phosphatase; 3'(2'),5'-bisphosphate nucleotidase; Sugar-phosphatase; 4-nitrophenylphosphatase; Nucleotidase"
"[BLASTED, MAPPED, ANNOTATED]",pak_c6172_g1_i1,MYB36_ARATH ame: Full=Transcription factor MYB36 ame: Full=Myb-related 36 Short= 36,560,5,1.16E-20,85.6,21,P:GO:2000021; P:GO:0006351; P:GO:0008285; F:GO:0044212; P:GO:0009753; F:GO:0043565; P:GO:0009785; P:GO:0045597; C:GO:0048226; P:GO:0009751; F:GO:0000981; F:GO:0001135; P:GO:0006357; C:GO:0005634; P:GO:0009739; F:GO:0005515; P:GO:0009737; P:GO:0045892; P:GO:0045893; P:GO:0035987; P:GO:2000067,"P:regulation of ion homeostasis; P:transcription, DNA-templated; P:negative regulation of cell proliferation; F:transcription regulatory region DNA binding; P:response to jasmonic acid; F:sequence-specific DNA binding; P:blue light signaling pathway; P:positive regulation of cell differentiation; C:Casparian strip; P:response to salicylic acid; F:RNA polymerase II transcription factor activity, sequence-specific DNA binding; F:transcription factor activity, RNA polymerase II transcription factor recruiting; P:regulation of transcription from RNA polymerase II promoter; C:nucleus; P:response to gibberellin; F:protein binding; P:response to abscisic acid; P:negative regulation of transcription, DNA-templated; P:positive regulation of transcription, DNA-templated; P:endodermal cell differentiation; P:regulation of root morphogenesis",,
"[BLASTED, MAPPED, ANNOTATED]",pak_c6168_g2_i1,PRS4B_ARATH ame: Full=26S proteasome regulatory subunit 4 homolog B ame: Full=26S proteasome AAA-ATPase subunit RPT2b ame: Full=26S proteasome subunit 4 homolog B ame: Full=Regulatory particle triple-A ATPase subunit 2b,313,5,1.85E-65,98.2,43,P:GO:0007292; P:GO:0035266; C:GO:0008540; P:GO:0038095; P:GO:0090351; P:GO:0043488; P:GO:0060968; P:GO:1901800; P:GO:0009933; P:GO:0006521; C:GO:0005654; P:GO:0002223; F:GO:0005524; P:GO:0000165; P:GO:0002479; P:GO:0009408; C:GO:0031597; P:GO:0060071; C:GO:0031595; F:GO:0017025; F:GO:0036402; P:GO:0010078; P:GO:0050852; P:GO:0010311; P:GO:0051788; P:GO:0048829; P:GO:0000209; P:GO:0090263; P:GO:0038061; P:GO:0046686; P:GO:1901215; C:GO:0005886; P:GO:0009965; P:GO:0080129; P:GO:0045899; P:GO:0048232; P:GO:0090090; P:GO:0033209; P:GO:0045087; P:GO:0031145; P:GO:0030433; P:GO:0051437; P:GO:0051436,"P:female gamete generation; P:meristem growth; C:proteasome regulatory particle, base subcomplex; P:Fc-epsilon receptor signaling pathway; P:seedling development; P:regulation of mRNA stability; P:regulation of gene silencing; P:positive regulation of proteasomal protein catabolic process; P:meristem structural organization; P:regulation of cellular amino acid metabolic process; C:nucleoplasm; P:stimulatory C-type lectin receptor signaling pathway; F:ATP binding; P:MAPK cascade; P:antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent; P:response to heat; C:cytosolic proteasome complex; P:Wnt signaling pathway, planar cell polarity pathway; C:nuclear proteasome complex; F:TBP-class protein binding; F:proteasome-activating ATPase activity; P:maintenance of root meristem identity; P:T cell receptor signaling pathway; P:lateral root formation; P:response to misfolded protein; P:root cap development; P:protein polyubiquitination; P:positive regulation of canonical Wnt signaling pathway; P:NIK/NF-kappaB signaling; P:response to cadmium ion; P:negative regulation of neuron death; C:plasma membrane; P:leaf morphogenesis; P:proteasome core complex assembly; P:positive regulation of RNA polymerase II transcriptional preinitiation complex assembly; P:male gamete generation; P:negative regulation of canonical Wnt signaling pathway; P:tumor necrosis factor-mediated signaling pathway; P:innate immune response; P:anaphase-promoting complex-dependent catabolic process; P:ER-associated ubiquitin-dependent protein catabolic process; P:positive regulation of ubiquitin-protein ligase activity involved in regulation of mitotic cell cycle transition; P:negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle",EC:3.6.1.3; EC:3.6.1.15,Adenosinetriphosphatase; Nucleoside-triphosphate phosphatase
"[BLASTED, MAPPED, ANNOTATED]",pak_c6190_g1_i1,INO80_ARATH ame: Full=DNA helicase INO80 Short= 80 ame: Full= DNA helicase INO80 complex homolog 1,270,5,2.20E-55,92,35,F:GO:0016887; P:GO:0016569; P:GO:1905168; P:GO:0043486; P:GO:0006366; P:GO:0045944; P:GO:0006348; C:GO:0005874; P:GO:0051301; P:GO:0051983; C:GO:0000781; F:GO:0005524; P:GO:0051225; P:GO:0030307; C:GO:0045298; P:GO:0032508; P:GO:0071479; C:GO:0031011; P:GO:0010571; P:GO:0070914; P:GO:0043618; P:GO:0000724; P:GO:0000722; F:GO:0043014; P:GO:0042766; C:GO:0005657; F:GO:0003677; F:GO:0003678; F:GO:0003779; F:GO:0042393; P:GO:0000070; P:GO:0010228; P:GO:0016584; P:GO:2000045; P:GO:0016444,"F:ATPase activity; P:covalent chromatin modification; P:positive regulation of double-strand break repair via homologous recombination; P:histone exchange; P:transcription from RNA polymerase II promoter; P:positive regulation of transcription from RNA polymerase II promoter; P:chromatin silencing at telomere; C:microtubule; P:cell division; P:regulation of chromosome segregation; C:chromosome, telomeric region; F:ATP binding; P:spindle assembly; P:positive regulation of cell growth; C:tubulin complex; P:DNA duplex unwinding; P:cellular response to ionizing radiation; C:Ino80 complex; P:positive regulation of nuclear cell cycle DNA replication; P:UV-damage excision repair; P:regulation of transcription from RNA polymerase II promoter in response to stress; P:double-strand break repair via homologous recombination; P:telomere maintenance via recombination; F:alpha-tubulin binding; P:nucleosome mobilization; C:replication fork; F:DNA binding; F:DNA helicase activity; F:actin binding; F:histone binding; P:mitotic sister chromatid segregation; P:vegetative to reproductive phase transition of meristem; P:nucleosome positioning; P:regulation of G1/S transition of mitotic cell cycle; P:somatic cell DNA recombination",EC:3.6.1.3; EC:3.6.1.15,Adenosinetriphosphatase; Nucleoside-triphosphate phosphatase
"[BLASTED, MAPPED, ANNOTATED]",pak_c6198_g1_i1,CIPK7_ARATH ame: Full=CBL-interacting serine threonine- kinase 7 ame: Full=SNF1-related kinase ame: Full=SOS2 kinase PKS7 ame: Full=Serine threonine- kinase SR2 Short= 2 Short= 1,600,5,1.03E-100,79.6,10,C:GO:0005634; F:GO:0005524; P:GO:0009409; F:GO:0005515; C:GO:0005737; P:GO:0009069; F:GO:0004674; P:GO:0006468; C:GO:0005886; P:GO:0035556,C:nucleus; F:ATP binding; P:response to cold; F:protein binding; C:cytoplasm; P:serine family amino acid metabolic process; F:protein serine/threonine kinase activity; P:protein phosphorylation; C:plasma membrane; P:intracellular signal transduction,EC:2.7.11,Transferring phosphorus-containing groups
"[BLASTED, MAPPED, ANNOTATED]",pak_c6192_g1_i1,UBC24_ARATH ame: Full=Probable ubiquitin-conjugating enzyme E2 24 ame: Full= 2 ame: Full=E2 ubiquitin-conjugating enzyme 24 ame: Full=Ubiquitin carrier 24 ame: Full=Ubiquitin- ligase 24,205,5,1.07E-27,80.6,6,C:GO:0005634; F:GO:0005524; F:GO:0061630; F:GO:0031625; C:GO:0005737; P:GO:0016567,C:nucleus; F:ATP binding; F:ubiquitin protein ligase activity; F:ubiquitin protein ligase binding; C:cytoplasm; P:protein ubiquitination,,
"[BLASTED, MAPPED]",pak_c6187_g1_i2,PRS2_SOLTU ame: Full=Pathogenesis-related STH-2,686,5,6.89E-34,65.6,2,P:GO:0009607; P:GO:0006952,P:response to biotic stimulus; P:defense response,,
"[BLASTED, MAPPED, ANNOTATED]",pak_c6187_g1_i1,PRS1_SOLTU ame: Full=Pathogenesis-related STH-21,296,5,8.67E-19,65.8,1,P:GO:0050896,P:response to stimulus,,
"[BLASTED, MAPPED, ANNOTATED]",pak_c6236_g1_i1,"B3GTK_ARATH ame: Full=Hydroxyproline O-galactosyltransferase GALT2 Short= 2 ame: Full=Beta-1,3-galactosyltransferase 20",290,5,1.95E-35,78.2,16,P:GO:0010493; P:GO:1900056; C:GO:0000139; C:GO:0005783; P:GO:0080147; C:GO:0005802; C:GO:0009507; C:GO:0005768; F:GO:0005515; P:GO:0010405; P:GO:0048354; C:GO:0016021; F:GO:1990714; F:GO:0030246; P:GO:0018258; F:GO:0010488,"P:Lewis a epitope biosynthetic process; P:negative regulation of leaf senescence; C:Golgi membrane; C:endoplasmic reticulum; P:root hair cell development; C:trans-Golgi network; C:chloroplast; C:endosome; F:protein binding; P:arabinogalactan protein metabolic process; P:mucilage biosynthetic process involved in seed coat development; C:integral component of membrane; F:hydroxyproline O-galactosyltransferase activity; F:carbohydrate binding; P:protein O-linked glycosylation via hydroxyproline; F:UDP-galactose:N-glycan beta-1,3-galactosyltransferase activity",,
